 alt,temp,press,dens,Gamma
46520.0,268.3596875722871,123.02337633859759,0.0015970130483378407,1.40067
46560.0,268.47006542974697,122.40766886916644,0.0015883670121164218,1.40067
46600.0,268.5804419082089,121.79530171300078,0.0015797714167186381,1.40067
46640.0,268.69081700769874,121.18625534856876,0.0015712259467455913,1.40067
46680.0,268.80119072824226,120.58051037658538,0.0015627302889022945,1.40067
46720.0,268.9115630698654,119.97804751919651,0.0015542841319827673,1.40067
46760.0,269.0219340325939,119.37884761916858,0.0015458871668552435,1.40067
46800.00000000001,269.1323036164537,118.78289163908268,0.0015375390864474656,1.40067
46840.0,269.2426718214706,118.19016066053662,0.0015292395857321305,1.40067
46880.0,269.3530386476704,117.60063588335015,0.0015209883617123983,1.40067
46920.0,269.463404095079,117.01429862477767,0.0015127851134075436,1.40067
46960.0,269.5737681637222,116.43113031872524,0.0015046295418386932,1.40067
47000.0,269.68413085362585,115.85111251497428,0.001496521350014688,1.40067
47040.0,269.7944921648157,115.27422687841059,0.0014884602429180462,1.40067
47080.0,269.90485209731776,114.70045518825657,0.0014804459274910017,1.40067
47120.0,270.01521065115776,114.12977933731268,0.001472478112621701,1.40067
47160.00000000001,270.12556782636153,113.56218133120177,0.001464556509130465,1.40067
47200.0,270.23592362295494,112.99764328761904,0.001456680829756161,1.40067
47240.0,270.34627804096374,112.43614743558763,0.001448850789142681,1.40067
47280.0,270.4566310804139,111.87767611471888,0.0014410661038255087,1.40067
47320.0,270.5669827413311,111.32221177447981,0.00143332649221842,1.40067
47360.0,270.65,110.76972789635907,0.0014257755327295358,1.40067
47400.0,270.65,110.22005825500266,0.0014187004451526894,1.40067
47440.0,270.65,109.67312303982857,0.0014116605538160144,1.40067
47480.00000000001,270.65,109.12890861410247,0.0014046556831939193,1.40067
47520.0,270.65,108.5874014092666,0.0013976856586383464,1.40067
47560.0,270.65,108.04858792459628,0.0013907503063743552,1.40067
47600.0,270.65,107.51245472686166,0.0013838494534957667,1.40067
47640.0,270.65,106.97898844998856,0.001376982927960797,1.40067
47680.0,270.65,106.44817579472209,0.0013701505585877291,1.40067
47720.0,270.65,105.92000352829189,0.0013633521750506038,1.40067
47760.0,270.65,105.39445848407888,0.0013565876078749286,1.40067
47800.00000000001,270.65,104.87152756128368,0.0013498566884334122,1.40067
47840.0,270.65,104.35119772459717,0.0013431592489417227,1.40067
47880.0,270.65,103.8334560038716,0.0013364951224542545,1.40067
47920.0,270.65,103.31828949379445,0.0013298641428599294,1.40067
47960.0,270.65,102.80568535356356,0.001323266144878018,1.40067
48000.0,270.65,102.29563080656392,0.001316700964053976,1.40067
48040.0,270.65,101.7881131400458,0.0013101684367553032,1.40067
48080.0,270.65,101.28311970480486,0.0013036684001674257,1.40067
48120.00000000001,270.65,100.78063791486366,0.0012972006922895964,1.40067
48160.00000000001,270.65,100.28065524715491,0.0012907651519308172,1.40067
48200.0,270.65,99.78315924120623,0.0012843616187057836,1.40067
48240.0,270.65,99.28813749882646,0.0012779899330308435,1.40067
48280.0,270.65,98.79557768379374,0.0012716499361199861,1.40067
48320.0,270.65,98.3054675215446,0.0012653414699808371,1.40067
48360.0,270.65,97.8177947988657,0.0012590643774106926,1.40067
48400.0,270.65,97.3325473635858,0.0012528185019925534,1.40067
48440.0,270.65,96.84971312427005,0.0012466036880911906,1.40067
48480.00000000001,270.65,96.36928004991589,0.001240419780849231,1.40067
48520.0,270.65,95.89123616965047,0.0012342666261832625,1.40067
48560.0,270.65,95.41556957242858,0.0012281440707799466,1.40067
48600.0,270.65,94.94226840673377,0.0012220519620921703,1.40067
48640.0,270.65,94.47132088027954,0.0012159901483352006,1.40067
48680.0,270.65,94.00271525971276,0.0012099584784828672,1.40067
48720.0,270.65,93.53643987031867,0.0012039568022637647,1.40067
48760.0,270.65,93.0724830957267,0.001197984970157467,1.40067
48800.00000000001,270.65,92.61083337761828,0.0011920428333907654,1.40067
48840.0,270.65,92.15147921543665,0.0011861302439339346,1.40067
48880.0,270.65,91.69440916609622,0.00118024705449699,1.40067
48920.0,270.65,91.23961184369571,0.0011743931185259975,1.40067
48960.0,270.65,90.7870759192313,0.0011685682901993793,1.40067
49000.0,270.65,90.33679012031158,0.0011627724244242465,1.40067
49040.0,270.65,89.88874323087428,0.0011570053768327512,1.40067
49080.0,270.65,89.44292409090345,0.0011512670037784481,1.40067
49120.00000000001,270.65,88.9993215961493,0.0011455571623326876,1.40067
49160.00000000001,270.65,88.5579246978486,0.0011398757102810166,1.40067
49200.0,270.65,88.11872240244683,0.0011342225061196016,1.40067
49240.0,270.65,87.68170377132131,0.001128597409051667,1.40067
49280.0,270.65,87.24685792050661,0.0011230002789839588,1.40067
49320.0,270.65,86.81417402042032,0.0011174309765232158,1.40067
49360.0,270.65,86.38364129559086,0.0011118893629726656,1.40067
49400.0,270.65,85.9552490243861,0.0011063753003285317,1.40067
49440.0,270.65,85.5289865387442,0.0011008886512765693,1.40067
49480.00000000001,270.65,85.10484322390506,0.001095429279188608,1.40067
49520.0,270.65,84.68280851814339,0.0010899970481191166,1.40067
49560.0,270.65,84.26287191250259,0.0010845918228017779,1.40067
49600.0,270.65,83.84502295053156,0.0010792134686460994,1.40067
49640.0,270.65,83.42925122802028,0.001073861851734013,1.40067
49680.0,270.65,83.01554639273947,0.0010685368388165199,1.40067
49720.0,270.65,82.60389814417945,0.0010632382973103335,1.40067
49760.0,270.65,82.19429623329148,0.001057966095294547,1.40067
